deck1,deck2,wins,losses,ties,total,win_rate
darkrai-ex-magnezone-a2,palkia-ex-a2-vaporeon-a1a,278,193,15,486,58.2
palkia-ex-a2-vaporeon-a1a,darkrai-ex-magnezone-a2,193,278,15,486,40.7
darkrai-ex-magnezone-a2,pikachu-ex-zebstrika-a1,66,11,3,80,83.8
pikachu-ex-zebstrika-a1,darkrai-ex-magnezone-a2,11,66,3,80,15.0
darkrai-ex-magnezone-a2,weavile-ex-darkrai-ex-a2,170,134,9,313,55.3
weavile-ex-darkrai-ex-a2,darkrai-ex-magnezone-a2,134,170,9,313,43.8
dialga-ex-a2-melmetal-a1,dialga-ex-a2-melmetal-a1,14,14,1,29,49.4
dialga-ex-a2-melmetal-a1,dialga-ex-a2-melmetal-a1,14,14,1,29,49.4
dialga-ex-a2-melmetal-a1,exeggutor-ex-a1-celebi-ex-a1a,32,34,4,70,47.6
exeggutor-ex-a1-celebi-ex-a1a,dialga-ex-a2-melmetal-a1,34,32,4,70,50.5
dialga-ex-a2-melmetal-a1,exeggutor-ex-a1-mew-ex-a1a,8,8,0,16,50.0
exeggutor-ex-a1-mew-ex-a1a,dialga-ex-a2-melmetal-a1,8,8,0,16,50.0
dialga-ex-a2-melmetal-a1,gyarados-ex-a1a-greninja-a1,33,29,3,65,52.3
gyarados-ex-a1a-greninja-a1,dialga-ex-a2-melmetal-a1,29,33,3,65,46.2
dialga-ex-a2-melmetal-a1,magnezone-a2-hitmonlee-a1,12,6,3,21,61.9
magnezone-a2-hitmonlee-a1,dialga-ex-a2-melmetal-a1,6,12,3,21,33.3
dialga-ex-a2-melmetal-a1,mewtwo-ex-gardevoir-a1,27,17,6,50,58.0
mewtwo-ex-gardevoir-a1,dialga-ex-a2-melmetal-a1,17,27,6,50,38.0
dialga-ex-a2-melmetal-a1,palkia-ex-a2-vaporeon-a1a,34,55,6,95,37.9
palkia-ex-a2-vaporeon-a1a,dialga-ex-a2-melmetal-a1,55,34,6,95,60.0
dialga-ex-a2-melmetal-a1,pikachu-ex-zebstrika-a1,13,8,2,23,59.4
pikachu-ex-zebstrika-a1,dialga-ex-a2-melmetal-a1,8,13,2,23,37.7
dialga-ex-a2-melmetal-a1,weavile-ex-darkrai-ex-a2,16,43,4,63,27.5
weavile-ex-darkrai-ex-a2,dialga-ex-a2-melmetal-a1,43,16,4,63,70.4
exeggutor-ex-a1-celebi-ex-a1a,exeggutor-ex-a1-celebi-ex-a1a,228,228,20,476,49.3
exeggutor-ex-a1-celebi-ex-a1a,exeggutor-ex-a1-celebi-ex-a1a,228,228,20,476,49.3
exeggutor-ex-a1-celebi-ex-a1a,exeggutor-ex-a1-mew-ex-a1a,70,53,12,135,54.8
exeggutor-ex-a1-mew-ex-a1a,exeggutor-ex-a1-celebi-ex-a1a,53,70,12,135,42.2
exeggutor-ex-a1-celebi-ex-a1a,gyarados-ex-a1a-greninja-a1,275,346,37,658,43.7
gyarados-ex-a1a-greninja-a1,exeggutor-ex-a1-celebi-ex-a1a,346,275,37,658,54.5
exeggutor-ex-a1-celebi-ex-a1a,magnezone-a2-hitmonlee-a1,105,35,5,145,73.6
magnezone-a2-hitmonlee-a1,exeggutor-ex-a1-celebi-ex-a1a,35,105,5,145,25.3
exeggutor-ex-a1-celebi-ex-a1a,mewtwo-ex-gardevoir-a1,372,357,60,789,49.7
mewtwo-ex-gardevoir-a1,exeggutor-ex-a1-celebi-ex-a1a,357,372,60,789,47.8
exeggutor-ex-a1-celebi-ex-a1a,palkia-ex-a2-vaporeon-a1a,101,128,19,248,43.3
palkia-ex-a2-vaporeon-a1a,exeggutor-ex-a1-celebi-ex-a1a,128,101,19,248,54.2
exeggutor-ex-a1-celebi-ex-a1a,pikachu-ex-zebstrika-a1,261,113,17,391,68.2
pikachu-ex-zebstrika-a1,exeggutor-ex-a1-celebi-ex-a1a,113,261,17,391,30.3
exeggutor-ex-a1-celebi-ex-a1a,weavile-ex-darkrai-ex-a2,135,54,8,197,69.9
weavile-ex-darkrai-ex-a2,exeggutor-ex-a1-celebi-ex-a1a,54,135,8,197,28.8
exeggutor-ex-a1-mew-ex-a1a,exeggutor-ex-a1-mew-ex-a1a,20,20,1,41,49.6
exeggutor-ex-a1-mew-ex-a1a,exeggutor-ex-a1-mew-ex-a1a,20,20,1,41,49.6
exeggutor-ex-a1-mew-ex-a1a,gyarados-ex-a1a-greninja-a1,35,78,6,119,31.1
gyarados-ex-a1a-greninja-a1,exeggutor-ex-a1-mew-ex-a1a,78,35,6,119,67.2
exeggutor-ex-a1-mew-ex-a1a,magnezone-a2-hitmonlee-a1,48,15,2,65,74.9
magnezone-a2-hitmonlee-a1,exeggutor-ex-a1-mew-ex-a1a,15,48,2,65,24.1
exeggutor-ex-a1-mew-ex-a1a,mewtwo-ex-gardevoir-a1,81,70,10,161,52.4
mewtwo-ex-gardevoir-a1,exeggutor-ex-a1-mew-ex-a1a,70,81,10,161,45.5
exeggutor-ex-a1-mew-ex-a1a,palkia-ex-a2-vaporeon-a1a,34,20,1,55,62.4
palkia-ex-a2-vaporeon-a1a,exeggutor-ex-a1-mew-ex-a1a,20,34,1,55,37.0
exeggutor-ex-a1-mew-ex-a1a,pikachu-ex-zebstrika-a1,51,30,7,88,60.6
pikachu-ex-zebstrika-a1,exeggutor-ex-a1-mew-ex-a1a,30,51,7,88,36.7
exeggutor-ex-a1-mew-ex-a1a,weavile-ex-darkrai-ex-a2,29,13,2,44,67.4
weavile-ex-darkrai-ex-a2,exeggutor-ex-a1-mew-ex-a1a,13,29,2,44,31.1
gyarados-ex-a1a-greninja-a1,gyarados-ex-a1a-greninja-a1,415,415,25,855,49.5
gyarados-ex-a1a-greninja-a1,gyarados-ex-a1a-greninja-a1,415,415,25,855,49.5
gyarados-ex-a1a-greninja-a1,magnezone-a2-hitmonlee-a1,19,108,8,135,16.0
magnezone-a2-hitmonlee-a1,gyarados-ex-a1a-greninja-a1,108,19,8,135,82.0
gyarados-ex-a1a-greninja-a1,mewtwo-ex-gardevoir-a1,608,330,80,1018,62.3
mewtwo-ex-gardevoir-a1,gyarados-ex-a1a-greninja-a1,330,608,80,1018,35.0
gyarados-ex-a1a-greninja-a1,palkia-ex-a2-vaporeon-a1a,92,106,14,212,45.6
palkia-ex-a2-vaporeon-a1a,gyarados-ex-a1a-greninja-a1,106,92,14,212,52.2
gyarados-ex-a1a-greninja-a1,pikachu-ex-zebstrika-a1,100,365,37,502,22.4
pikachu-ex-zebstrika-a1,gyarados-ex-a1a-greninja-a1,365,100,37,502,75.2
gyarados-ex-a1a-greninja-a1,weavile-ex-darkrai-ex-a2,77,101,12,190,42.6
weavile-ex-darkrai-ex-a2,gyarados-ex-a1a-greninja-a1,101,77,12,190,55.3
magnezone-a2-hitmonlee-a1,magnezone-a2-hitmonlee-a1,87,87,5,179,49.5
magnezone-a2-hitmonlee-a1,magnezone-a2-hitmonlee-a1,87,87,5,179,49.5
magnezone-a2-hitmonlee-a1,mewtwo-ex-gardevoir-a1,15,8,2,25,62.7
mewtwo-ex-gardevoir-a1,magnezone-a2-hitmonlee-a1,8,15,2,25,34.7
magnezone-a2-hitmonlee-a1,palkia-ex-a2-vaporeon-a1a,62,28,1,91,68.5
palkia-ex-a2-vaporeon-a1a,magnezone-a2-hitmonlee-a1,28,62,1,91,31.1
magnezone-a2-hitmonlee-a1,pikachu-ex-zebstrika-a1,3,5,0,8,37.5
pikachu-ex-zebstrika-a1,magnezone-a2-hitmonlee-a1,5,3,0,8,62.5
magnezone-a2-hitmonlee-a1,weavile-ex-darkrai-ex-a2,27,64,0,91,29.7
weavile-ex-darkrai-ex-a2,magnezone-a2-hitmonlee-a1,64,27,0,91,70.3
mewtwo-ex-gardevoir-a1,mewtwo-ex-gardevoir-a1,700,700,76,1476,49.1
mewtwo-ex-gardevoir-a1,mewtwo-ex-gardevoir-a1,700,700,76,1476,49.1
mewtwo-ex-gardevoir-a1,palkia-ex-a2-vaporeon-a1a,41,70,12,123,36.6
palkia-ex-a2-vaporeon-a1a,mewtwo-ex-gardevoir-a1,70,41,12,123,60.2
mewtwo-ex-gardevoir-a1,pikachu-ex-zebstrika-a1,398,365,70,833,50.6
pikachu-ex-zebstrika-a1,mewtwo-ex-gardevoir-a1,365,398,70,833,46.6
mewtwo-ex-gardevoir-a1,weavile-ex-darkrai-ex-a2,14,61,3,78,19.2
weavile-ex-darkrai-ex-a2,mewtwo-ex-gardevoir-a1,61,14,3,78,79.5
palkia-ex-a2-vaporeon-a1a,palkia-ex-a2-vaporeon-a1a,146,146,11,303,49.4
palkia-ex-a2-vaporeon-a1a,palkia-ex-a2-vaporeon-a1a,146,146,11,303,49.4
palkia-ex-a2-vaporeon-a1a,pikachu-ex-zebstrika-a1,24,29,1,54,45.1
pikachu-ex-zebstrika-a1,palkia-ex-a2-vaporeon-a1a,29,24,1,54,54.3
palkia-ex-a2-vaporeon-a1a,weavile-ex-darkrai-ex-a2,140,114,8,262,54.5
weavile-ex-darkrai-ex-a2,palkia-ex-a2-vaporeon-a1a,114,140,8,262,44.5
pikachu-ex-zebstrika-a1,pikachu-ex-zebstrika-a1,165,165,12,342,49.4
pikachu-ex-zebstrika-a1,pikachu-ex-zebstrika-a1,165,165,12,342,49.4
pikachu-ex-zebstrika-a1,weavile-ex-darkrai-ex-a2,21,33,2,56,38.7
weavile-ex-darkrai-ex-a2,pikachu-ex-zebstrika-a1,33,21,2,56,60.1
weavile-ex-darkrai-ex-a2,weavile-ex-darkrai-ex-a2,112,112,4,228,49.7
weavile-ex-darkrai-ex-a2,weavile-ex-darkrai-ex-a2,112,112,4,228,49.7
